no_langganan,nama_pelanggan,alamat,no_telp,status,golongan,stand_awal,stand_akhir,pemakaian,tagihan,bulan
3994584,Edy Haryanto,Karang Gawang Brt Rt08/14,3805199,T,RT 3,1191,1193,10,49500,Januari 2026
3994584,Edy Haryanto,Karang Gawang Brt Rt08/14,3805199,T,RT 3,1193,1196,10,49500,Februari 2026
3994697,Suyadi,Asrama TNI-AD Mrican,3801024,Y,RT 3,3781,3817,36,178500,September 2025
3994697,Suyadi,Asrama TNI-AD Mrican,3801024,Y,RT 3,3817,3845,28,129500,Oktober 2025
3994697,Suyadi,Asrama TNI-AD Mrican,3801024,Y,RT 3,3845,3880,35,172000,November 2025
3994697,Suyadi,Asrama TNI-AD Mrican,3801024,Y,RT 3,3845,3880,35,172000,Desember 2025
3994697,Suyadi,Asrama TNI-AD Mrican,3801024,Y,RT 3,3910,3942,32,152500,Januari 2026
3994697,Suyadi,Asrama TNI-AD Mrican,3801024,Y,RT 3,3942,3972,30,139500,Februari 2026
3995147,Arifin Nur Rohman,Sendang Teratai 22,3536156,T,RT 4,714,714,10,65500,September 2025
3995147,Arifin Nur Rohman,Sendang Teratai 22,3536156,T,RT 4,714,714,10,65500,Oktober 2025
3995147,Arifin Nur Rohman,Sendang Teratai 22,3536156,T,RT 4,714,714,10,65500,November 2025
3995147,Arifin Nur Rohman,Sendang Teratai 22,3536156,T,RT 4,714,714,10,65500,Desember 2025
3995147,Arifin Nur Rohman,Sendang Teratai 22,3536156,T,RT 4,714,714,10,65500,Januari 2026
3995147,Arifin Nur Rohman,Sendang Teratai 22,3536156,T,RT 4,714,714,10,65500,Februari 2026
3995158,Suyanto,Tmn Kinibalu Gg 3 Rt7/Rw,3803088,T,RT 3,4264,4329,65,367000,September 2025
3995158,Suyanto,Tmn Kinibalu Gg 3 Rt7/Rw,3803088,T,RT 3,4329,4387,58,321500,Oktober 2025
3995158,Suyanto,Tmn Kinibalu Gg 3 Rt7/Rw,3803088,T,RT 3,4387,4446,59,328000,November 2025
3995158,Suyanto,Tmn Kinibalu Gg 3 Rt7/Rw,3803088,T,RT 3,4387,4446,59,328000,Desember 2025
3995158,Suyanto,Tmn Kinibalu Gg 3 Rt7/Rw,3803088,T,RT 3,4510,4573,63,354000,Januari 2026
3995158,Suyanto,Tmn Kinibalu Gg 3 Rt7/Rw,3803088,T,RT 3,4573,4627,54,295500,Februari 2026
3995216,"Munanto, SPd",Sendang Melati 32,3536125,T,RT 4,737,761,24,139500,September 2025
3995216,"Munanto, SPd",Sendang Melati 32,3536125,T,RT 4,761,788,27,157500,Oktober 2025
3995216,"Munanto, SPd",Sendang Melati 32,3536125,T,RT 4,788,821,33,196500,November 2025
3995216,"Munanto, SPd",Sendang Melati 32,3536125,T,RT 4,788,821,33,196500,Desember 2025
3995216,"Munanto, SPd",Sendang Melati 32,3536125,T,RT 4,864,924,60,385500,Januari 2026
3995216,"Munanto, SPd",Sendang Melati 32,3536125,T,RT 4,924,971,47,294500,Februari 2026
3995760,"Herry Laksito, SE",Klipang Blok U.12-11,3727055,T,RT 4,367,367,10,65500,September 2025
3995760,"Herry Laksito, SE",Klipang Blok U.12-11,3727055,T,RT 4,367,367,10,65500,Oktober 2025
3995760,"Herry Laksito, SE",Klipang Blok U.12-11,3727055,T,RT 4,367,367,10,65500,November 2025
3995760,"Herry Laksito, SE",Klipang Blok U.12-11,3727055,T,RT 4,367,367,10,65500,Desember 2025
3995760,"Herry Laksito, SE",Klipang Blok U.12-11,3727055,T,RT 4,367,368,10,65500,Januari 2026
3995760,"Herry Laksito, SE",Klipang Blok U.12-11,3727055,T,RT 4,368,368,10,65500,Februari 2026
3996140,Rumina Tiram,Lamper Mijen RT 4/RW 6,3506210,T,RT 3,933,938,10,55500,September 2025
3996140,Rumina Tiram,Lamper Mijen RT 4/RW 6,3506210,T,RT 3,938,945,10,55500,Oktober 2025
3996140,Rumina Tiram,Lamper Mijen RT 4/RW 6,3506210,T,RT 3,945,951,10,55500,November 2025
3996140,Rumina Tiram,Lamper Mijen RT 4/RW 6,3506210,T,RT 3,945,951,10,55500,Desember 2025
3996140,Rumina Tiram,Lamper Mijen RT 4/RW 6,3506210,T,RT 3,957,963,10,55500,Januari 2026
3996140,Rumina Tiram,Lamper Mijen RT 4/RW 6,3506210,T,RT 3,963,968,10,55500,Februari 2026
3996147,Siti Noor Akhadah,Gayamsari Slt RT 1/RW 3,3515153,Y,RT 2,1464,1484,20,76700,September 2025
3996147,Siti Noor Akhadah,Gayamsari Slt RT 1/RW 3,3515153,Y,RT 2,1484,1504,20,76700,Oktober 2025
3996147,Siti Noor Akhadah,Gayamsari Slt RT 1/RW 3,3515153,Y,RT 2,1504,1523,19,73750,November 2025
3996147,Siti Noor Akhadah,Gayamsari Slt RT 1/RW 3,3515153,Y,RT 2,1504,1523,19,73750,Desember 2025
3996147,Siti Noor Akhadah,Gayamsari Slt RT 1/RW 3,3515153,Y,RT 2,1540,1559,19,73750,Januari 2026
3996147,Siti Noor Akhadah,Gayamsari Slt RT 1/RW 3,3515153,Y,RT 2,1559,1576,17,67850,Februari 2026
3996151,Said,Lamper Tgh 12/10,3507156,Y,RT 4,1429,1449,20,115500,September 2025
3996151,Said,Lamper Tgh 12/10,3507156,Y,RT 4,1449,1463,14,85500,Oktober 2025
3996151,Said,Lamper Tgh 12/10,3507156,Y,RT 4,1463,1479,16,95500,November 2025
3996151,Said,Lamper Tgh 12/10,3507156,Y,RT 4,1463,1479,16,95500,Desember 2025
3996151,Said,Lamper Tgh 12/10,3507156,Y,RT 4,1496,1513,17,100500,Januari 2026
3996151,Said,Lamper Tgh 12/10,3507156,Y,RT 4,1513,1526,13,80500,Februari 2026
3996534,Slamet Subagio,Gayamsari Slt Rt8/5,3553075,Y,RT 4,1257,1278,21,115500,September 2025
3996534,Slamet Subagio,Gayamsari Slt Rt8/5,3553075,Y,RT 4,1278,1296,18,99500,Oktober 2025
3996534,Slamet Subagio,Gayamsari Slt Rt8/5,3553075,Y,RT 4,1296,1313,17,94500,November 2025
3996534,Slamet Subagio,Gayamsari Slt Rt8/5,3553075,Y,RT 4,1296,1313,17,94500,Desember 2025
3996534,Slamet Subagio,Gayamsari Slt Rt8/5,3553075,Y,RT 4,1331,1349,18,99500,Januari 2026
3996534,Slamet Subagio,Gayamsari Slt Rt8/5,3553075,Y,RT 4,1349,1367,18,99500,Februari 2026
3996726,Sunarno,Kinibalu Tmr Rt5 Rw3,3826060,Y,RT 4,1285,1304,19,104500,September 2025
3996726,Sunarno,Kinibalu Tmr Rt5 Rw3,3826060,Y,RT 4,1304,1322,18,99500,Oktober 2025
3996726,Sunarno,Kinibalu Tmr Rt5 Rw3,3826060,Y,RT 4,1322,1345,23,127500,November 2025
3996726,Sunarno,Kinibalu Tmr Rt5 Rw3,3826060,Y,RT 4,1322,1345,23,127500,Desember 2025
3996726,Sunarno,Kinibalu Tmr Rt5 Rw3,3826060,Y,RT 4,1365,1386,21,115500,Januari 2026
3996726,Sunarno,Kinibalu Tmr Rt5 Rw3,3826060,Y,RT 4,1386,1408,22,121500,Februari 2026
3996806,Priyo Santoso,Cerme 2-78 Rt3 Rw 2,3512506,-,RT 3,3391,3450,59,328000,September 2025
3996806,Priyo Santoso,Cerme 2-78 Rt3 Rw 2,3512506,-,RT 3,3450,3509,59,328000,Oktober 2025
3996806,Priyo Santoso,Cerme 2-78 Rt3 Rw 2,3512506,-,RT 3,3509,3569,60,334500,November 2025
3996806,Priyo Santoso,Cerme 2-78 Rt3 Rw 2,3512506,-,RT 3,3509,3569,60,334500,Desember 2025
3996806,Priyo Santoso,Cerme 2-78 Rt3 Rw 2,3512506,-,RT 3,3628,3692,64,360500,Januari 2026
3996806,Priyo Santoso,Cerme 2-78 Rt3 Rw 2,3512506,-,RT 3,3692,3749,57,315000,Februari 2026
3997335,Nurhadi,Gayamsari Selatan 7/3,3514027,T,RT 4,133,147,14,79500,September 2025
3997335,Nurhadi,Gayamsari Selatan 7/3,3514027,T,RT 4,147,163,16,89500,Oktober 2025
3997335,Nurhadi,Gayamsari Selatan 7/3,3514027,T,RT 4,163,172,10,59500,November 2025
3997335,Nurhadi,Gayamsari Selatan 7/3,3514027,T,RT 4,163,172,10,59500,Desember 2025
3997335,Nurhadi,Gayamsari Selatan 7/3,3514027,T,RT 4,186,198,12,69500,Januari 2026
3997335,Nurhadi,Gayamsari Selatan 7/3,3514027,T,RT 4,198,207,10,59500,Februari 2026
7010762,"Indrayani Ngizom,SE",Kimar II Cluster,3502031,T,RT 4,104,104,10,65500,September 2025
7010762,"Indrayani Ngizom,SE",Kimar II Cluster,3502031,T,RT 4,104,104,10,65500,Oktober 2025
7010762,"Indrayani Ngizom,SE",Kimar II Cluster,3502031,T,RT 4,104,110,10,65500,November 2025
7010762,"Indrayani Ngizom,SE",Kimar II Cluster,3502031,T,RT 4,104,110,10,65500,Desember 2025
7010762,"Indrayani Ngizom,SE",Kimar II Cluster,3502031,T,RT 5,127,135,10,75500,Januari 2026
7010762,"Indrayani Ngizom,SE",Kimar II Cluster,3502031,T,RT 5,135,146,11,81500,Februari 2026
7020365,Anik Rahmawati,Badak 5/12,3421038,T,RT 4,2110,2121,11,70500,September 2025
7020365,Anik Rahmawati,Badak 5/12,3421038,T,RT 4,2121,2133,12,75500,Oktober 2025
7020365,Anik Rahmawati,Badak 5/12,3421038,T,RT 4,2133,2145,12,75500,November 2025
7020365,Anik Rahmawati,Badak 5/12,3421038,T,RT 4,2133,2145,12,75500,Desember 2025
7020365,Anik Rahmawati,Badak 5/12,3421038,T,RT 4,2154,2172,18,105500,Januari 2026
7020365,Anik Rahmawati,Badak 5/12,3421038,T,RT 4,2172,2184,12,75500,Februari 2026
7020522,Lina Agustinawati,Badak 6/7,3421052,T,RT 4,3041,3084,43,266500,September 2025
7020522,Lina Agustinawati,Badak 6/7,3421052,T,RT 4,3084,3126,42,259500,Oktober 2025
7020522,Lina Agustinawati,Badak 6/7,3421052,T,RT 4,3126,3172,46,287500,November 2025
7020522,Lina Agustinawati,Badak 6/7,3421052,T,RT 4,3126,3172,46,287500,Desember 2025
7020522,Lina Agustinawati,Badak 6/7,3421052,T,RT 4,3213,3259,46,287500,Januari 2026
7020522,Lina Agustinawati,Badak 6/7,3421052,T,RT 4,3259,3293,34,203500,Februari 2026
7030399,Jantoro Priyo,Palebon 6/12,3458077,Y,RT 4,5260,5282,22,127500,September 2025
7030399,Jantoro Priyo,Palebon 6/12,3458077,Y,RT 4,5282,5295,13,80500,Oktober 2025
7030399,Jantoro Priyo,Palebon 6/12,3458077,Y,RT 4,5295,5313,18,105500,November 2025
7030399,Jantoro Priyo,Palebon 6/12,3458077,Y,RT 4,5295,5313,18,105500,Desember 2025
7030399,Jantoro Priyo,Palebon 6/12,3458077,Y,RT 4,5328,5347,19,110500,Januari 2026
7030399,Jantoro Priyo,Palebon 6/12,3458077,Y,RT 4,5347,5362,15,90500,Februari 2026
7030472,Woeryati,Banteng Utr 9/9,3423015,Y,RT 4,1020,1021,10,65500,September 2025
7030472,Woeryati,Banteng Utr 9/9,3423015,Y,RT 4,1021,1024,10,65500,Oktober 2025
7030472,Woeryati,Banteng Utr 9/9,3423015,Y,RT 4,1024,1026,10,65500,November 2025
7030472,Woeryati,Banteng Utr 9/9,3423015,Y,RT 4,1024,1026,10,65500,Desember 2025
7030472,Woeryati,Banteng Utr 9/9,3423015,Y,RT 4,1028,1030,10,65500,Januari 2026
7030472,Woeryati,Banteng Utr 9/9,3423015,Y,RT 4,1030,1032,10,65500,Februari 2026
7030596,Rusdi Ny,Menjangan 4/36,3457004,Y,RT 4,3400,3444,44,273500,September 2025
7030596,Rusdi Ny,Menjangan 4/36,3457004,Y,RT 4,3444,3492,48,301500,Oktober 2025
7030596,Rusdi Ny,Menjangan 4/36,3457004,Y,RT 4,3492,3533,41,252500,November 2025
7030596,Rusdi Ny,Menjangan 4/36,3457004,Y,RT 4,3492,3533,41,252500,Desember 2025
7030596,Rusdi Ny,Menjangan 4/36,3457004,Y,RT 4,3576,3613,37,224500,Januari 2026
7030596,Rusdi Ny,Menjangan 4/36,3457004,Y,RT 4,3613,3651,38,231500,Februari 2026
7030968,Ny Suryati,Palebon Raya Rt 7/3,3459072,Y,RT 4,3742,3758,16,95500,September 2025
7030968,Ny Suryati,Palebon Raya Rt 7/3,3459072,Y,RT 4,3758,3774,16,95500,Oktober 2025
7030968,Ny Suryati,Palebon Raya Rt 7/3,3459072,Y,RT 4,3774,3795,21,121500,November 2025
7030968,Ny Suryati,Palebon Raya Rt 7/3,3459072,Y,RT 4,3774,3795,21,121500,Desember 2025
7030968,Ny Suryati,Palebon Raya Rt 7/3,3459072,Y,RT 4,3822,3843,21,121500,Januari 2026
7030968,Ny Suryati,Palebon Raya Rt 7/3,3459072,Y,RT 4,3843,3863,20,115500,Februari 2026
7031337,Amiriyanto,Merpati Brt 1 Rt8/9,3289011,T,RT 3,2619,2620,10,55500,September 2025
7031337,Amiriyanto,Merpati Brt 1 Rt8/9,3289011,T,RT 3,2620,2624,10,55500,Oktober 2025
7031337,Amiriyanto,Merpati Brt 1 Rt8/9,3289011,T,RT 3,2624,2626,10,55500,November 2025
7031337,Amiriyanto,Merpati Brt 1 Rt8/9,3289011,T,RT 3,2624,2626,10,55500,Desember 2025
7031337,Amiriyanto,Merpati Brt 1 Rt8/9,3289011,T,RT 3,2628,2632,10,55500,Januari 2026
7031337,Amiriyanto,Merpati Brt 1 Rt8/9,3289011,T,RT 3,2632,2634,10,55500,Februari 2026
7031772,Sri Utami,Panda Utr 2/8,3452009,Y,RT 4,2615,2644,29,169500,September 2025
7031772,Sri Utami,Panda Utr 2/8,3452009,Y,RT 4,2644,2667,23,133500,Oktober 2025
7031772,Sri Utami,Panda Utr 2/8,3452009,Y,RT 4,2667,2697,30,175500,November 2025
7031772,Sri Utami,Panda Utr 2/8,3452009,Y,RT 4,2667,2697,30,175500,Desember 2025
7031772,Sri Utami,Panda Utr 2/8,3452009,Y,RT 5,2722,2750,28,195500,Januari 2026
7031772,Sri Utami,Panda Utr 2/8,3452009,Y,RT 5,2750,2776,26,180500,Februari 2026
7032318,Sunardi,Panda Selatan 1-26,3453014,Y,RT 4,4167,4186,19,110500,September 2025
7032318,Sunardi,Panda Selatan 1-26,3453014,Y,RT 4,4186,4209,23,133500,Oktober 2025
7032318,Sunardi,Panda Selatan 1-26,3453014,Y,RT 4,4209,4234,25,145500,November 2025
7032318,Sunardi,Panda Selatan 1-26,3453014,Y,RT 4,4209,4234,25,145500,Desember 2025
7032318,Sunardi,Panda Selatan 1-26,3453014,Y,RT 4,4256,4272,16,95500,Januari 2026
7032318,Sunardi,Panda Selatan 1-26,3453014,Y,RT 4,4272,4289,17,100500,Februari 2026
7032373,Tjhi Handoso,Griya Medoho Asri 101,3406087,Y,RT 4,2193,2219,26,151500,September 2025
7032373,Tjhi Handoso,Griya Medoho Asri 101,3406087,Y,RT 4,2219,2248,29,169500,Oktober 2025
7032373,Tjhi Handoso,Griya Medoho Asri 101,3406087,Y,RT 4,2248,2275,27,157500,November 2025
7032373,Tjhi Handoso,Griya Medoho Asri 101,3406087,Y,RT 4,2248,2275,27,157500,Desember 2025
7032373,Tjhi Handoso,Griya Medoho Asri 101,3406087,Y,RT 4,2302,2328,26,151500,Januari 2026
7032373,Tjhi Handoso,Griya Medoho Asri 101,3406087,Y,RT 4,2328,2350,22,127500,Februari 2026
7032637,B. Sunardi,Gajah Tmr Dlm 1-9.R,3407098,Y,RT 4,3546,3546,10,65500,September 2025
7032637,B. Sunardi,Gajah Tmr Dlm 1-9.R,3407098,Y,RT 4,3546,3546,10,65500,Oktober 2025
7032637,B. Sunardi,Gajah Tmr Dlm 1-9.R,3407098,Y,RT 4,3546,3546,10,65500,November 2025
7032637,B. Sunardi,Gajah Tmr Dlm 1-9.R,3407098,Y,RT 4,3546,3546,10,65500,Desember 2025
7032637,B. Sunardi,Gajah Tmr Dlm 1-9.R,3407098,Y,RT 4,3551,3551,10,65500,Januari 2026
7032637,B. Sunardi,Gajah Tmr Dlm 1-9.R,3407098,Y,RT 4,3551,3551,10,65500,Februari 2026
7032776,Ery Widiyanti,Gajah Barat 5 Buntu,3408088,Y,RT 4,355,388,33,196500,September 2025
7032776,Ery Widiyanti,Gajah Barat 5 Buntu,3408088,Y,RT 4,388,411,23,133500,Oktober 2025
7032776,Ery Widiyanti,Gajah Barat 5 Buntu,3408088,Y,RT 4,411,440,29,169500,November 2025
7032776,Ery Widiyanti,Gajah Barat 5 Buntu,3408088,Y,RT 4,411,440,29,169500,Desember 2025
7032776,Ery Widiyanti,Gajah Barat 5 Buntu,3408088,Y,RT 4,462,480,18,105500,Januari 2026
7032776,Ery Widiyanti,Gajah Barat 5 Buntu,3408088,Y,RT 4,480,504,24,139500,Februari 2026
7032887,Ardiman Rewa,Tlogo Biru 2-27,3445006,T,RT 4,3630,3639,10,65500,September 2025
7032887,Ardiman Rewa,Tlogo Biru 2-27,3445006,T,RT 4,3639,3651,12,75500,Oktober 2025
7032887,Ardiman Rewa,Tlogo Biru 2-27,3445006,T,RT 4,3651,3663,12,75500,November 2025
7032887,Ardiman Rewa,Tlogo Biru 2-27,3445006,T,RT 4,3651,3663,12,75500,Desember 2025
7032887,Ardiman Rewa,Tlogo Biru 2-27,3445006,T,RT 4,3674,3687,13,80500,Januari 2026
7032887,Ardiman Rewa,Tlogo Biru 2-27,3445006,T,RT 4,3687,3698,11,70500,Februari 2026
7032962,F Siti Yuleha,Gajah Raya 45 B,3408022,T,Niaga 3,1027,1029,10,99500,September 2025
7032962,F Siti Yuleha,Gajah Raya 45 B,3408022,T,Niaga 3,1029,1035,10,99500,Oktober 2025
7032962,F Siti Yuleha,Gajah Raya 45 B,3408022,T,Niaga 3,1035,1035,10,99500,November 2025
7032962,F Siti Yuleha,Gajah Raya 45 B,3408022,T,Niaga 3,1035,1035,10,99500,Desember 2025
7032962,F Siti Yuleha,Gajah Raya 45 B,3408022,T,Niaga 3,1036,1037,10,99500,Januari 2026
7032962,F Siti Yuleha,Gajah Raya 45 B,3408022,T,Niaga 3,1037,1040,10,99500,Februari 2026
7032991,Theodora Wuripratiwi,Panda Slt 2-8,3453021,Y,RT 4,443,457,14,85500,September 2025
7032991,Theodora Wuripratiwi,Panda Slt 2-8,3453021,Y,RT 4,457,470,13,80500,Oktober 2025
7032991,Theodora Wuripratiwi,Panda Slt 2-8,3453021,Y,RT 4,470,482,12,75500,November 2025
7032991,Theodora Wuripratiwi,Panda Slt 2-8,3453021,Y,RT 4,470,482,12,75500,Desember 2025
7032991,Theodora Wuripratiwi,Panda Slt 2-8,3453021,Y,RT 5,492,502,10,75500,Januari 2026
7032991,Theodora Wuripratiwi,Panda Slt 2-8,3453021,Y,RT 5,502,516,14,99500,Februari 2026
7033527,Warimin,Medoho Asri 9.B,3405114,T,RT 4,820,822,10,65500,September 2025
7033527,Warimin,Medoho Asri 9.B,3405114,T,RT 4,822,824,10,65500,Oktober 2025
7033527,Warimin,Medoho Asri 9.B,3405114,T,RT 4,824,825,10,65500,November 2025
7033527,Warimin,Medoho Asri 9.B,3405114,T,RT 4,824,825,10,65500,Desember 2025
7033527,Warimin,Medoho Asri 9.B,3405114,T,RT 4,827,828,10,65500,Januari 2026
7033527,Warimin,Medoho Asri 9.B,3405114,T,RT 4,828,830,10,65500,Februari 2026
7033573,MUJI RAHAYU,GAJAH TIMUR RT8/RW8,3407082,Y,RT 4,1494,1501,10,59500,September 2025
7033573,MUJI RAHAYU,GAJAH TIMUR RT8/RW8,3407082,Y,RT 4,1501,1507,10,59500,Oktober 2025
7033573,MUJI RAHAYU,GAJAH TIMUR RT8/RW8,3407082,Y,RT 4,1507,1514,10,59500,November 2025
7033573,MUJI RAHAYU,GAJAH TIMUR RT8/RW8,3407082,Y,RT 4,1507,1514,10,59500,Desember 2025
7033573,MUJI RAHAYU,GAJAH TIMUR RT8/RW8,3407082,Y,RT 4,1521,1527,10,59500,Januari 2026
7033573,MUJI RAHAYU,GAJAH TIMUR RT8/RW8,3407082,Y,RT 4,1527,1534,10,59500,Februari 2026
7033863,Suparman,Bateng Utara 10/8.B,3423068,T,RT 4,1782,1802,20,115500,September 2025
7033863,Suparman,Bateng Utara 10/8.B,3423068,T,RT 4,1802,1821,19,110500,Oktober 2025
7033863,Suparman,Bateng Utara 10/8.B,3423068,T,RT 4,1821,1841,20,115500,November 2025
7033863,Suparman,Bateng Utara 10/8.B,3423068,T,RT 4,1821,1841,20,115500,Desember 2025
7033863,Suparman,Bateng Utara 10/8.B,3423068,T,RT 4,1860,1875,15,90500,Januari 2026
7033863,Suparman,Bateng Utara 10/8.B,3423068,T,RT 4,1875,1893,18,105500,Februari 2026
7034514,Titik,Bawangan Rt 12/2,3402193,Y,RT 4,582,601,19,104500,September 2025
7034514,Titik,Bawangan Rt 12/2,3402193,Y,RT 4,601,619,18,99500,Oktober 2025
7034514,Titik,Bawangan Rt 12/2,3402193,Y,RT 4,619,638,19,104500,November 2025
7034514,Titik,Bawangan Rt 12/2,3402193,Y,RT 4,619,638,19,104500,Desember 2025
7034514,Titik,Bawangan Rt 12/2,3402193,Y,RT 4,657,675,18,99500,Januari 2026
7034514,Titik,Bawangan Rt 12/2,3402193,Y,RT 4,675,694,19,104500,Februari 2026
7040527,Go Nyek Moy,Supriyadi 7/6,3437030,Y,RT 4,163,166,10,68500,September 2025
7040527,Go Nyek Moy,Supriyadi 7/6,3437030,Y,RT 4,166,170,10,68500,Oktober 2025
7040527,Go Nyek Moy,Supriyadi 7/6,3437030,Y,RT 4,170,172,10,68500,November 2025
7040527,Go Nyek Moy,Supriyadi 7/6,3437030,Y,RT 4,170,172,10,68500,Desember 2025
7040527,Go Nyek Moy,Supriyadi 7/6,3437030,Y,RT 4,174,175,10,68500,Januari 2026
7040527,Go Nyek Moy,Supriyadi 7/6,3437030,Y,RT 4,175,176,10,68500,Februari 2026
7040836,Siswanto,Singa Tgh 2/7,3442046,T,RT 4,1579,1601,22,121500,September 2025
7040836,Siswanto,Singa Tgh 2/7,3442046,T,RT 4,1601,1621,20,109500,Oktober 2025
7040836,Siswanto,Singa Tgh 2/7,3442046,T,RT 4,1621,1642,21,115500,November 2025
7040836,Siswanto,Singa Tgh 2/7,3442046,T,RT 4,1621,1642,21,115500,Desember 2025
7040836,Siswanto,Singa Tgh 2/7,3442046,T,RT 4,1665,1684,19,104500,Januari 2026
7040836,Siswanto,Singa Tgh 2/7,3442046,T,RT 4,1684,1703,19,104500,Februari 2026
7041462,Noor Faizah,Beruang Dlm Brt 1/26,3425028,T,RT 4,2380,2380,10,59500,September 2025
7041462,Noor Faizah,Beruang Dlm Brt 1/26,3425028,T,RT 4,2380,2380,10,59500,Oktober 2025
7041462,Noor Faizah,Beruang Dlm Brt 1/26,3425028,T,RT 4,2380,2380,10,59500,November 2025
7041462,Noor Faizah,Beruang Dlm Brt 1/26,3425028,T,RT 4,2380,2380,10,59500,Desember 2025
7041462,Noor Faizah,Beruang Dlm Brt 1/26,3425028,T,RT 4,2380,2380,10,59500,Januari 2026
7041462,Noor Faizah,Beruang Dlm Brt 1/26,3425028,T,RT 4,2380,2383,10,59500,Februari 2026
7041518,Budi Haryanto,Brigjen Sudiarto 316.M,3424154,Y,Niaga 5,4388,4444,56,674500,September 2025
7041518,Budi Haryanto,Brigjen Sudiarto 316.M,3424154,Y,Niaga 5,4444,4495,51,612000,Oktober 2025
7041518,Budi Haryanto,Brigjen Sudiarto 316.M,3424154,Y,Niaga 5,4495,4541,50,599500,November 2025
7041518,Budi Haryanto,Brigjen Sudiarto 316.M,3424154,Y,Niaga 5,4495,4541,50,599500,Desember 2025
7041518,Budi Haryanto,Brigjen Sudiarto 316.M,3424154,Y,Niaga 5,4585,4641,56,674500,Januari 2026
7041518,Budi Haryanto,Brigjen Sudiarto 316.M,3424154,Y,Niaga 5,4641,4676,50,599500,Februari 2026
7041931,Soekotjo,Singa Tgh 3/83,3442069,Y,RT 4,704,731,27,157500,September 2025
7041931,Soekotjo,Singa Tgh 3/83,3442069,Y,RT 4,731,760,29,169500,Oktober 2025
7041931,Soekotjo,Singa Tgh 3/83,3442069,Y,RT 4,760,790,30,175500,November 2025
7041931,Soekotjo,Singa Tgh 3/83,3442069,Y,RT 4,760,790,30,175500,Desember 2025
7041931,Soekotjo,Singa Tgh 3/83,3442069,Y,RT 4,817,851,34,203500,Januari 2026
7041931,Soekotjo,Singa Tgh 3/83,3442069,Y,RT 4,851,876,25,145500,Februari 2026
7042024,PT. Loyal Fame Invesment,Brigjen Sudiarto 198.B,3424075,Y,Niaga 4,1827,1837,10,109500,September 2025
7042024,PT. Loyal Fame Invesment,Brigjen Sudiarto 198.B,3424075,Y,Niaga 4,1837,1851,14,143500,Oktober 2025
7042024,PT. Loyal Fame Invesment,Brigjen Sudiarto 198.B,3424075,Y,Niaga 4,1851,1863,12,126500,November 2025
7042024,PT. Loyal Fame Invesment,Brigjen Sudiarto 198.B,3424075,Y,Niaga 4,1851,1863,12,126500,Desember 2025
7042024,PT. Loyal Fame Invesment,Brigjen Sudiarto 198.B,3424075,Y,Niaga 4,1874,1885,11,118000,Januari 2026
7042024,PT. Loyal Fame Invesment,Brigjen Sudiarto 198.B,3424075,Y,Niaga 4,1885,1895,10,109500,Februari 2026
7042204,Angsori,Kanguru Utr 3-6,3430015,T,RT 5,1,1,10,75500,September 2025
7042204,Angsori,Kanguru Utr 3-6,3430015,T,RT 5,1,1,10,75500,Oktober 2025
7042204,Angsori,Kanguru Utr 3-6,3430015,T,RT 5,1,1,10,75500,November 2025
7042204,Angsori,Kanguru Utr 3-6,3430015,T,RT 5,1,1,10,75500,Desember 2025
7042204,Angsori,Kanguru Utr 3-6,3430015,T,RT 5,1,1,10,75500,Januari 2026
7042204,Angsori,Kanguru Utr 3-6,3430015,T,RT 5,1,1,10,75500,Februari 2026
7042354,"Joko Prakoso Ngizom,S.E",Lumbungsari 5-11,3436145,T,RT 4,371,383,12,75500,September 2025
7042354,"Joko Prakoso Ngizom,S.E",Lumbungsari 5-11,3436145,T,RT 4,383,396,13,80500,Oktober 2025
7042354,"Joko Prakoso Ngizom,S.E",Lumbungsari 5-11,3436145,T,RT 4,396,408,12,75500,November 2025
7042354,"Joko Prakoso Ngizom,S.E",Lumbungsari 5-11,3436145,T,RT 4,396,408,12,75500,Desember 2025
7042354,"Joko Prakoso Ngizom,S.E",Lumbungsari 5-11,3436145,T,RT 4,422,435,13,80500,Januari 2026
7042354,"Joko Prakoso Ngizom,S.E",Lumbungsari 5-11,3436145,T,RT 4,435,450,15,90500,Februari 2026
7042399,Klinik PHC Pedurungan,Wolter Monginsidi B-1018,3325001,T,Niaga 4,3950,3976,26,251500,September 2025
7042399,Klinik PHC Pedurungan,Wolter Monginsidi B-1018,3325001,T,Niaga 4,3976,4005,29,280000,Oktober 2025
7042399,Klinik PHC Pedurungan,Wolter Monginsidi B-1018,3325001,T,Niaga 4,4005,4031,26,251500,November 2025
7042399,Klinik PHC Pedurungan,Wolter Monginsidi B-1018,3325001,T,Niaga 4,4005,4031,26,251500,Desember 2025
7042399,Klinik PHC Pedurungan,Wolter Monginsidi B-1018,3325001,T,Niaga 4,4055,4077,22,213500,Januari 2026
7042399,Klinik PHC Pedurungan,Wolter Monginsidi B-1018,3325001,T,Niaga 4,4077,4100,23,223000,Februari 2026
7043744,Erni Riningsih,Lumbungsari 6/17,3436069,T,RT 4,858,863,10,65500,September 2025
7043744,Erni Riningsih,Lumbungsari 6/17,3436069,T,RT 4,863,869,10,65500,Oktober 2025
7043744,Erni Riningsih,Lumbungsari 6/17,3436069,T,RT 4,869,873,10,65500,November 2025
